"PUBID","YSCH-37000","YHEA-1900","YEXP-1500","YEXP-2000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","PC8-092","PC9-050","PC11-008","PC11-014","CV_HH_POV_RATIO","CV_YTH_REL_HH_AGE_12","CV_YTH_REL_HH_AGE_2","CV_YTH_REL_HH_AGE_6","CV_HH_UNDER_18","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","KEY!RACE_ETHNICITY","TRANS_GPA","CVC_YTH_REL_HH_AGE2_YCHR","CVC_YTH_REL_HH_AGE6_YCHR","CVC_YTH_REL_HH_AGE12_YCHR","CVC_SAT_MATH_SCORE_2007","CVC_SAT_VERBAL_SCORE_2007","CVC_ACT_SCORE_2007","CVC_HIGHEST_DEGREE_EVER"
5395,1,-4,100,25,1,12,1981,1,1,100,50,355,1,1,1,2,1,12,12,4,-3,-4,-4,-4,-4,-4,3,2
5396,3,-4,70,15,1,3,1980,0,5,50,0,365,4,4,4,2,1,11,13,2,1,-4,-4,-4,-4,-4,-4,1
5397,2,-4,-4,-4,2,7,1982,0,5,-4,-4,365,1,1,1,2,1,14,13,2,2,-4,-4,-4,-4,-4,3,2
5398,1,-4,-4,-4,2,7,1983,0,1,-4,-4,-3,4,2,4,2,1,-4,12,4,3,-4,-4,-4,-4,-4,3,2
5399,2,-4,75,0,2,2,1980,0,1,100,25,148,4,2,4,1,1,12,14,4,2,-4,-4,-4,-4,-4,-4,5
5400,3,-4,100,75,1,1,1981,1,1,100,70,123,4,2,2,3,1,14,12,4,3,-4,-4,-4,-4,-4,-4,2
5401,1,-4,-4,-4,2,1,1983,1,1,-4,-4,235,4,4,4,3,1,-4,16,4,3,-4,-4,-4,-4,-4,4,4
5402,1,-4,-4,-4,2,7,1983,0,5,-4,-4,163,4,4,4,3,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
5403,4,-4,100,100,2,2,1980,0,5,100,0,229,4,2,4,2,1,12,14,4,2,-4,-4,-4,-3,-3,-4,1
5404,2,-4,-4,-4,2,7,1983,1,5,-4,-4,229,4,4,4,2,1,12,14,4,4,-4,-4,-4,-4,-4,-4,2
5405,2,-4,100,100,2,10,1981,1,1,100,98,337,1,1,1,1,1,16,14,4,4,-4,-4,-4,-4,-4,5,3
5406,1,-4,-4,-4,1,3,1982,1,1,-4,-4,459,8,1,-1,2,1,-3,16,4,3,-4,-4,-4,-4,-4,-4,2
5407,1,-4,-4,-4,1,4,1983,1,1,-4,-4,459,8,1,-1,2,1,-3,16,4,4,1,4,2,-4,-4,4,4
5408,1,-4,100,100,1,12,1981,1,1,100,100,366,1,1,1,3,1,12,20,4,4,-4,-4,-4,-4,-4,5,4
5409,2,-4,-4,-4,1,12,1982,0,1,-4,-4,366,1,1,1,3,1,12,20,4,3,-4,-4,-4,-4,-4,4,2
5410,1,-4,-4,-4,2,11,1984,1,1,-4,-4,366,1,1,1,3,1,12,20,4,4,-4,-4,-4,-4,-4,4,5
5411,2,-4,-4,-4,2,9,1982,0,2,-4,-4,487,1,1,1,2,1,12,13,4,2,-4,-4,-4,-4,-4,4,2
5412,1,-4,-4,-4,2,10,1982,1,1,-4,-4,305,1,1,1,1,1,14,14,4,3,-4,-4,-4,-4,-4,4,4
5413,2,-4,-4,-4,2,1,1982,0,1,-4,-4,-3,1,1,1,4,1,20,16,4,4,-4,-4,-4,-4,-4,4,5
5414,1,-4,100,75,2,7,1981,0,1,100,50,159,1,1,1,4,1,12,12,4,2,-4,-4,-4,-4,-4,-3,2
5415,1,-4,-4,-4,1,4,1983,0,0,-4,-4,159,1,1,1,4,1,12,12,4,2,-4,-4,-4,-4,-4,-4,3
5416,3,-4,-4,-4,2,1,1984,1,1,-4,-4,-3,1,1,1,9,1,12,12,4,2,-4,-4,-4,-4,-4,3,2
5417,2,-4,100,50,1,5,1980,0,2,100,20,306,1,1,1,1,1,16,12,3,-3,-4,-4,-4,4,4,4,1
5418,2,-4,100,100,2,6,1981,1,1,100,50,395,4,4,4,1,1,12,12,4,3,-4,-4,-4,-4,-4,-3,2
5419,2,-4,100,30,2,12,1981,0,1,100,50,270,4,4,4,1,1,10,11,4,-4,-4,-4,-4,-4,-4,-4,2
5420,2,-4,90,50,1,10,1981,0,0,100,50,207,4,3,3,2,1,12,16,4,2,-4,-4,-4,-4,-4,3,2
5421,1,-4,-4,-4,2,2,1982,0,1,-4,-4,239,1,1,1,2,1,12,14,4,-4,-4,-4,-4,-4,-4,-4,4
5422,2,-4,-4,-4,2,9,1983,0,1,-4,-4,239,1,1,1,2,1,12,14,4,3,-4,-4,-4,-4,-4,-4,2
5423,2,-4,100,100,1,10,1981,0,1,100,75,365,1,1,1,2,1,11,8,2,2,-4,-4,-4,3,4,4,2
5424,1,-4,-4,-4,2,11,1983,0,1,-4,-4,365,1,1,1,2,1,11,8,2,-4,-4,-4,-4,-4,-4,-4,2
5425,2,-4,100,100,2,12,1980,0,1,100,100,214,4,4,2,2,1,9,12,4,3,-4,-4,-4,-4,-4,4,3
5426,2,-4,-4,-4,1,10,1984,0,1,-4,-4,214,4,2,2,2,1,9,12,4,2,-4,-4,-4,-4,-4,-4,2
5427,2,-4,100,50,1,9,1981,0,2,100,100,314,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
5428,2,-4,-4,-4,1,12,1984,0,2,-4,-4,314,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,5,3
5429,3,-4,100,95,1,5,1981,0,1,100,100,293,6,6,6,3,1,-4,-4,4,-4,6,6,6,5,-3,-4,2
5430,3,-4,-4,-4,2,9,1983,0,1,-4,-4,293,6,6,6,3,1,-4,-4,4,2,6,6,6,-3,-3,-3,2
5431,1,-4,-4,-4,1,11,1983,0,2,-4,-4,336,1,1,1,2,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,2
5432,2,-4,-4,-4,2,9,1983,0,1,-4,-4,220,1,1,1,2,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,2
5433,1,-4,100,75,1,8,1981,0,1,100,100,321,1,1,1,2,1,14,12,4,3,-4,-4,-4,-4,-4,5,3
5434,2,-4,100,100,1,4,1981,0,1,100,70,-3,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,3,4
5435,2,-4,-4,-4,1,7,1982,-4,-4,-4,-4,157,-4,-4,-4,2,1,11,11,4,1,1,1,1,-4,-4,-4,2
5436,1,-4,-4,-4,1,3,1982,0,0,-4,-4,71,1,1,1,2,1,11,9,4,-4,-4,-4,-4,-3,-3,-4,1
5437,1,-4,-4,-4,1,3,1984,0,3,-4,-4,71,1,1,1,2,1,11,9,4,3,-4,-4,-4,-4,-4,5,2
5438,1,-4,-4,-4,1,6,1983,1,1,-4,-4,172,4,2,4,2,1,12,12,4,-4,-4,-4,-4,-4,-4,-3,3
5439,2,-4,100,99,1,5,1980,0,1,100,100,754,1,1,1,2,1,16,12,4,3,-4,-4,-4,6,3,4,5
5440,2,-4,-4,-4,1,7,1984,0,2,-4,-4,453,1,1,1,2,1,16,17,4,-4,-4,-4,-4,-3,-3,4,2
5441,2,-4,100,75,1,8,1980,0,2,100,50,418,1,1,1,3,1,12,12,4,2,-4,-4,-4,4,3,-4,3
5442,1,-4,-4,-4,1,12,1984,0,2,-4,-4,418,1,1,1,3,1,12,12,4,3,-4,-4,-4,-4,-4,-4,3
5443,2,-4,-4,-4,1,7,1982,0,1,-4,-4,246,1,1,1,3,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
5444,3,-4,-4,-4,2,3,1983,0,1,-4,-4,246,1,1,1,3,1,12,12,4,-4,-4,-4,-4,-4,-4,4,3
5445,1,-4,100,100,1,6,1981,0,1,-4,-4,547,1,1,1,2,1,12,14,3,2,-4,-4,-4,-4,-4,-4,2
5446,1,-4,-4,-4,2,7,1983,0,1,-4,-4,547,1,1,1,2,1,12,14,3,-4,-4,-4,-4,-4,-4,4,4
5447,1,-4,-4,-4,1,3,1984,0,1,-4,-4,220,1,1,1,2,1,11,12,4,-4,-4,-4,-4,-4,-4,-4,2
5448,2,-4,-4,-4,2,5,1982,0,1,-4,-4,-3,8,8,8,2,1,9,-3,4,-4,-4,-4,-4,-4,-4,-4,2
5449,1,-4,-4,-4,1,5,1983,0,1,-4,-4,-3,4,4,4,2,1,12,12,4,3,-4,-4,-4,5,-3,-3,4
5450,2,-4,100,50,1,2,1981,1,1,100,50,-3,1,1,1,1,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
5451,2,-4,100,50,2,10,1980,0,2,100,25,154,1,1,1,3,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
5452,2,-4,-4,-4,2,10,1983,0,2,-4,-4,154,1,1,1,3,1,12,12,4,3,-4,-4,-4,-4,-4,3,4
5453,2,-4,-4,-4,1,9,1984,0,1,-4,-4,178,4,2,2,2,1,12,12,4,-4,1,1,4,-4,-4,4,3
5454,2,-4,-4,-4,2,9,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,12,4,-4,1,1,1,-4,-4,4,5
5455,2,-4,100,0,1,9,1980,0,2,100,40,301,5,5,5,2,1,9,-4,2,2,-4,-4,-4,-4,-4,-4,2
5456,2,-4,-4,-4,2,4,1982,-4,-4,-4,-4,-4,-4,-4,-4,2,1,9,-4,2,-4,4,4,4,-4,-4,-4,1
5457,2,-4,-4,-4,2,1,1984,1,2,-4,-4,370,4,4,4,2,1,4,12,4,-4,1,1,1,-4,-4,-4,2
5458,1,-4,-4,-4,1,7,1984,1,2,-4,-4,370,4,4,4,2,1,4,12,4,-4,-4,-4,-4,1,-3,-4,2
5459,3,-4,-4,-4,1,8,1982,0,2,-4,-4,251,4,4,4,3,1,9,12,4,-4,-4,-4,-4,-4,-4,-4,1
5460,4,-4,-4,-4,2,7,1983,-4,-4,-4,-4,268,-4,-4,-4,3,1,11,12,4,2,-4,-4,-4,-4,-4,4,2
5461,3,-4,-4,-4,1,10,1982,0,2,-4,-4,133,2,5,5,2,1,-4,12,2,-4,-4,-4,-4,-4,-4,-4,0
5462,2,-4,-4,-4,1,8,1984,-4,-4,-4,-4,-4,-4,-4,-4,2,1,11,12,4,-4,1,8,8,-4,-4,-4,1
5463,2,-4,-4,-4,2,3,1983,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,12,4,2,1,1,1,-4,-4,-4,2
5464,2,-4,100,85,1,2,1981,0,1,100,100,317,4,4,4,1,1,12,14,4,4,-4,-4,-4,-4,-4,5,2
5465,2,-4,100,50,2,7,1980,0,0,100,100,45,3,5,5,3,1,11,8,3,-4,-4,-4,-4,-4,-4,-4,0
5466,3,-4,100,90,2,2,1981,0,0,100,100,45,3,5,5,3,1,11,8,3,-4,-4,-4,-4,-4,-4,-4,1
5467,4,-4,-4,-4,2,8,1983,0,0,-4,-4,45,5,5,5,3,1,11,8,3,-4,-4,-4,-4,-4,-4,-4,3
5468,2,-4,100,80,2,10,1980,1,1,100,80,-3,4,4,4,2,1,15,13,4,2,-4,-4,-4,-4,-4,-4,2
5469,3,-4,-4,-4,2,8,1982,1,1,-4,-4,-3,4,4,4,2,1,15,13,4,2,-4,-4,-4,-4,-4,-4,2
5470,3,-4,-4,-4,2,9,1982,0,1,-4,-4,-3,1,1,1,1,1,12,12,4,3,-4,-4,-4,-4,-4,4,3
5471,2,-4,100,10,1,9,1981,0,0,100,50,237,4,4,4,2,1,-4,12,2,1,-4,-4,-4,-4,-4,-4,2
5472,2,-4,-4,-4,2,12,1982,0,0,-4,-4,237,4,4,4,2,1,-4,12,2,-3,-4,-4,-4,-4,-4,-4,1
5473,3,-4,100,95,2,3,1981,0,1,100,100,491,1,1,1,1,1,12,12,4,3,-4,-4,-4,-4,-4,5,4
5474,2,-4,-4,-4,1,7,1983,0,1,-4,-4,139,1,1,1,1,1,17,17,4,4,-4,-4,-4,6,5,6,7
5475,2,-4,-4,-4,2,9,1984,1,1,-4,-4,654,1,1,1,2,1,16,16,4,-4,-4,-4,-4,-4,-4,4,4
5476,2,-4,-4,-4,2,6,1982,1,1,-4,-4,198,4,4,4,2,1,-4,12,4,3,-4,-4,-4,-4,-4,4,5
5477,2,-4,-4,-4,2,6,1984,1,1,-4,-4,198,4,4,4,2,1,-4,12,4,3,-4,-4,-4,-4,-4,4,4
5478,2,-4,-4,-4,2,5,1983,1,1,-4,-4,522,1,1,1,2,1,14,14,4,4,-4,-4,-4,-4,-4,4,3
5479,2,-4,100,85,2,9,1980,0,0,100,100,165,1,1,1,1,1,8,12,4,-4,-4,-4,-4,-4,-4,3,5
5480,2,-4,-4,-4,2,5,1984,1,1,-4,-4,273,1,1,1,4,1,12,14,4,4,-4,-4,-4,-4,-4,4,4
5481,1,-4,100,95,1,7,1980,0,1,100,100,192,1,1,1,3,1,12,14,4,4,-4,-4,-4,5,5,6,5
5482,2,-4,-4,-4,2,7,1982,0,1,-4,-4,192,1,1,1,3,1,12,14,4,-3,-4,-4,-4,3,2,4,5
5483,1,-4,-4,-4,1,12,1984,0,1,-4,-4,192,1,1,1,3,1,12,14,4,3,-4,-4,-4,-4,-4,3,3
5484,1,-4,100,50,1,12,1980,0,1,100,50,490,4,2,4,2,1,15,12,4,3,-4,-4,-4,-4,-4,-4,2
5485,2,-4,-4,-4,2,3,1983,-4,-4,-4,-4,-4,-4,-4,-4,2,1,13,12,4,3,1,1,1,-4,-4,-3,3
5486,2,-4,-4,-4,1,8,1984,0,1,-4,-4,317,1,1,1,1,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,0
5487,2,-4,100,52,2,9,1980,0,6,100,0,380,8,8,8,1,1,12,12,4,-3,-3,-3,-3,-4,-4,-4,2
5488,1,-4,-4,-4,1,4,1983,0,1,-4,-4,251,1,1,1,2,1,12,10,4,-4,-4,-4,-4,-4,-4,-4,2
5489,1,-4,-4,-4,2,8,1984,0,1,-4,-4,251,1,1,1,2,1,12,10,4,-4,-4,-4,-4,-4,-4,-4,2
5490,1,-4,-4,-4,2,5,1984,1,1,-4,-4,289,1,1,1,3,1,14,12,4,3,-4,-4,-4,-4,-4,4,4
5491,1,-4,-4,-4,1,9,1982,0,1,-4,-4,-3,10,3,3,2,1,11,12,4,-4,-4,-4,-4,-4,-4,4,2
5492,2,-4,100,100,1,5,1980,0,1,100,30,317,1,1,1,1,1,15,12,4,3,-4,-4,-4,-4,-4,-4,3
5493,2,-4,100,100,2,9,1981,0,3,100,50,91,5,3,3,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,1
5494,3,-4,-4,-4,1,1,1983,0,3,-4,-4,91,5,3,3,2,1,12,12,4,1,-4,-4,-4,-4,-4,-4,2
5495,2,-4,-4,-4,2,7,1982,0,1,-4,-4,421,4,2,2,2,1,12,13,4,0,-4,-4,-4,-4,-4,-4,2
5496,2,-4,100,60,2,3,1981,1,1,100,75,-3,2,4,4,1,1,-3,14,4,0,-4,-4,-4,-3,-3,-3,5
5497,2,-4,100,25,1,12,1981,0,1,100,75,319,1,1,1,1,1,10,12,4,1,-4,-4,-4,-4,-4,-4,2
5498,2,-4,100,100,2,12,1981,0,1,100,90,-3,4,2,4,4,1,12,12,4,3,-4,-4,-4,-4,-4,4,2
5499,2,-4,-4,-4,1,3,1984,0,1,-4,-4,-3,4,2,4,4,1,-3,12,4,2,-4,-4,-4,-4,-4,-4,1
5500,2,-4,-4,-4,1,3,1984,0,1,-4,-4,304,4,4,4,3,1,12,16,4,3,-4,-4,-4,-4,-4,4,2
5501,2,-4,-4,-4,2,10,1982,0,0,-4,-4,95,4,2,2,2,1,10,10,4,2,-4,-4,-4,-4,-4,-4,2
5502,2,-4,99,15,1,5,1981,0,0,100,2,55,4,4,4,4,1,9,12,4,2,-4,-4,-4,-4,-4,-4,2
5503,2,-4,-4,-4,2,4,1982,0,0,-4,-4,55,4,4,4,4,1,9,12,4,4,-4,-4,-4,-4,-4,4,3
5504,2,-4,-4,-4,2,5,1984,0,0,-4,-4,55,1,1,1,4,1,9,12,4,4,-4,-4,-4,-4,-4,4,2
5505,2,-4,100,100,2,10,1981,1,1,100,90,517,1,1,1,1,1,12,12,4,3,-4,-4,-4,-4,-4,4,5
5506,2,-4,100,50,2,6,1980,0,1,100,50,149,1,1,1,3,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
5507,2,-4,-4,-4,2,6,1982,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
5508,2,-4,-4,-4,2,10,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,12,4,3,1,1,1,-4,-4,-4,2
5509,2,-4,100,75,1,5,1980,0,1,100,50,283,1,1,1,2,1,13,12,4,3,-4,-4,-4,-4,-4,-4,3
5510,2,-4,-4,-4,1,8,1984,1,1,-4,-4,283,1,1,1,2,1,13,12,4,2,-4,-4,-4,-4,-4,3,3
5511,-2,-4,-4,-4,1,1,1982,0,1,-4,-4,291,1,1,1,1,1,12,13,4,2,-4,-4,-4,-4,-4,-4,2
5512,3,-4,100,60,1,4,1980,1,1,100,80,256,1,1,1,1,1,12,15,4,2,-4,-4,-4,-4,-4,4,2
5513,2,-4,-4,-4,2,9,1982,0,1,-4,-4,289,1,1,1,2,1,10,12,4,-4,-4,-4,-4,-4,-4,-3,2
5514,2,-4,-4,-4,2,7,1984,0,1,-4,-4,289,1,1,1,2,1,10,12,4,-4,-4,-4,-4,-4,-4,-4,0
5515,2,-4,-4,-4,1,7,1982,0,1,-4,-4,152,1,1,1,2,1,12,12,4,1,-4,-4,-4,-4,-4,-4,2
5516,3,-4,-4,-4,1,10,1983,0,3,-4,-4,133,1,1,1,2,1,6,9,4,2,-4,-4,-4,-4,-4,-4,2
5517,2,-4,100,0,1,12,1980,0,0,100,50,131,4,4,4,3,1,10,11,4,1,4,4,2,-3,-3,-4,1
5518,2,-4,100,100,1,12,1980,0,0,100,50,131,4,4,4,3,1,10,11,4,2,-4,-4,-4,-4,-4,-4,2
5519,3,-4,-4,-4,1,11,1984,0,0,-4,-4,131,4,4,4,3,1,11,11,4,0,-4,-4,-4,-4,-4,-4,1
5520,2,-4,-4,-4,1,8,1983,0,5,-4,-4,122,4,2,4,2,1,-3,12,4,1,-4,-4,-4,-4,-4,-4,3
5521,2,-4,-4,-4,1,3,1984,0,0,-4,-4,28,4,4,4,6,1,-3,10,2,1,4,2,2,-4,-4,-4,3
5522,2,-4,100,0,1,3,1980,0,1,100,20,28,2,2,2,2,1,11,12,4,2,-4,-4,-4,-4,-4,-3,2
5523,2,-4,-4,-4,1,8,1983,0,1,-4,-4,28,2,2,2,2,1,11,12,4,2,-4,-4,-4,-4,-4,-4,3
5524,3,-4,-4,-4,1,11,1984,0,1,-4,-4,371,4,4,4,2,1,-3,12,4,3,-4,-4,-4,-4,-4,4,2
5525,2,-4,-4,-4,1,6,1983,0,1,-4,-4,131,4,2,4,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
5526,2,-4,-4,-4,2,9,1984,1,1,-4,-4,131,4,2,4,2,1,12,12,4,3,-4,-4,-4,-4,-4,4,3
5527,2,-4,-4,-4,2,11,1982,1,1,-4,-4,-3,4,4,4,1,1,-3,9,2,-4,-4,-4,-4,-4,-4,-4,0
5528,2,-4,100,80,2,2,1980,1,1,100,90,294,2,2,2,2,1,12,12,4,3,1,1,4,-4,-4,4,5
5529,2,-4,-4,-4,1,3,1984,0,1,-4,-4,294,4,2,2,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
5530,2,-4,-4,-4,2,3,1984,0,1,-4,-4,112,4,4,4,3,1,14,10,4,2,-4,-4,-4,-4,-4,-4,2
5531,1,-4,100,50,2,1,1980,1,1,100,50,204,8,8,8,2,1,12,12,4,3,-4,-4,-4,-3,-3,-4,3
5532,2,-4,-4,-4,1,11,1982,1,1,-4,-4,204,4,3,4,2,1,12,12,4,1,-4,-4,-4,-4,-4,-4,2
5533,2,-4,-4,-4,1,7,1984,1,1,-4,-4,1627,2,2,2,3,1,16,14,4,2,-4,-4,-4,-3,-3,-4,2
5534,2,-4,-4,-4,2,5,1984,0,1,-4,-4,194,4,2,2,1,1,12,12,4,2,1,1,4,-4,-4,3,3
5535,3,-4,-4,-4,2,7,1984,0,3,-4,-4,96,4,4,4,3,1,10,12,4,2,-4,-4,-4,-4,-4,-4,2
5536,2,-4,-4,-4,1,2,1982,0,2,-4,-4,89,3,3,3,3,1,16,12,2,-4,-4,-4,-4,-4,-4,5,3
5537,2,-4,-4,-4,1,10,1983,0,2,-4,-4,89,5,3,3,3,1,16,12,2,4,-4,-4,-4,-4,-4,4,2
5538,2,-4,-4,-4,1,3,1982,0,1,-4,-4,445,4,4,4,1,1,12,12,4,2,-4,-4,-4,-4,-4,4,2
5539,2,-4,-4,-4,1,11,1984,0,1,-4,-4,323,1,1,1,2,1,18,12,4,2,-4,-4,-4,-4,-4,4,5
5540,2,-4,-4,-4,2,12,1983,1,1,-4,-4,253,1,1,1,2,1,12,17,4,4,-4,-4,-4,-4,-4,6,2
5541,2,-4,90,80,1,7,1980,0,1,100,100,419,1,1,1,2,1,16,12,4,-3,-4,-4,-4,-4,-4,5,7
5542,1,-4,-4,-4,1,7,1984,0,1,-4,-4,419,1,1,1,2,1,16,12,4,4,-4,-4,-4,-4,-4,5,5
5543,2,-4,100,100,2,9,1981,1,1,100,100,396,1,1,1,1,1,12,14,4,4,-4,-4,-4,-3,-3,4,2
5544,2,-4,-4,-4,2,12,1983,0,1,-4,-4,365,1,1,1,2,1,18,13,4,4,-4,-4,-4,-3,-3,6,4
5545,2,-4,-4,-4,1,11,1983,1,1,-4,-4,262,4,2,4,2,1,16,12,4,3,-4,-4,-4,-4,-4,4,2
5546,2,-4,-4,-4,1,9,1984,0,0,-4,-4,694,1,1,1,1,1,14,12,4,-4,-4,-4,-4,-4,-4,5,2
5547,2,-4,94,46,1,12,1980,1,1,100,50,178,1,1,1,3,1,10,12,4,2,-4,-4,-4,2,3,-4,2
5548,3,-4,25,0,2,1,1981,0,1,100,25,203,1,1,1,4,1,11,10,4,1,-4,-4,-4,-4,-4,-4,1
5549,2,-4,-4,-4,1,3,1982,0,1,-4,-4,203,1,1,1,4,1,11,10,4,0,-4,-4,-4,-4,-4,-4,2
5550,3,-4,-4,-4,1,7,1983,0,1,-4,-4,203,1,1,1,4,1,11,10,4,2,-4,-4,-4,-4,-4,-4,2
5551,2,-4,100,75,2,9,1981,0,3,100,75,255,4,4,4,3,1,-3,-3,4,4,1,1,4,-4,-4,-4,2
5552,3,-4,-4,-4,1,5,1983,0,3,-4,-4,255,1,1,1,3,1,-3,-3,4,3,1,1,8,-3,-3,4,4
5553,1,-4,-4,-4,1,5,1983,0,3,-4,-4,255,1,1,1,3,1,-3,-3,4,2,1,4,8,-4,-4,-4,2
5554,2,-4,-4,-4,1,4,1984,0,3,-4,-4,14,8,8,8,1,1,12,12,1,85,4,8,8,6,6,3,4
5555,4,-4,100,25,1,3,1980,0,3,100,100,-3,4,2,4,2,1,-3,13,4,3,-4,-4,-4,-3,-3,-4,2
5556,3,-4,100,0,1,7,1981,0,0,100,100,-3,5,2,4,2,1,-3,13,4,3,-4,-4,-4,-4,-4,5,1
5557,4,-4,90,70,1,2,1980,0,1,100,50,138,4,4,4,2,1,-4,12,4,-3,-4,-4,-4,-4,-4,-4,1
5558,1,-4,100,100,2,12,1980,0,1,100,100,-3,1,1,1,1,1,13,12,1,-3,-4,-4,-4,1,-3,-4,2
5560,3,-4,100,100,2,9,1981,0,1,100,100,-3,1,1,1,3,1,12,16,1,-3,-4,-4,-4,-3,-3,3,2
5561,2,-4,100,50,1,11,1981,0,0,100,-2,69,4,4,4,1,1,-4,-3,4,3,-4,-4,-4,-3,-3,-4,0
5562,1,-4,-4,-4,2,2,1983,0,1,-4,-4,297,3,3,3,2,1,20,16,4,2,-4,-4,-4,-4,-4,5,4
5563,2,-4,100,97,2,1,1981,0,0,100,85,0,4,4,4,4,1,-4,11,4,-3,-4,-4,-4,-3,-3,4,2
5564,2,-4,-4,-4,2,5,1982,0,0,-4,-4,0,4,4,4,4,1,-4,11,4,1,-4,-4,-4,-4,-4,-4,0
5565,4,-4,-4,-4,2,8,1983,0,0,-4,-4,0,4,4,4,4,1,-4,11,4,-3,-4,-4,-4,-4,-4,-4,0
5566,2,-4,-4,-4,1,8,1984,-2,1,-4,-4,465,-2,-2,-2,2,1,12,-3,4,3,-4,-4,-4,-4,-4,3,2
5567,3,-4,-4,-4,2,8,1983,1,0,-4,-4,80,4,4,4,3,1,-3,12,1,3,-4,-4,-4,-4,-4,3,2
5568,2,-4,-4,-4,1,2,1983,0,3,-4,-4,246,1,1,1,3,1,12,12,1,3,-4,-4,-4,-4,-4,-4,2
5569,1,-4,-4,-4,1,5,1982,0,0,-4,-4,-3,5,8,8,3,1,-3,12,1,66,4,4,5,-3,-3,-4,3
5570,2,-4,-4,-4,2,8,1983,1,1,-4,-4,287,4,2,4,1,1,-3,18,4,-4,-4,-4,-4,-4,-4,3,2
5571,2,-4,100,100,2,11,1981,0,1,100,100,437,4,2,4,1,1,16,20,4,89,-4,-4,-4,-4,-4,4,3
5572,2,-4,-4,-4,2,3,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,7,-3,1,0,1,1,1,1,1,-4,1
5573,-2,-4,95,95,2,7,1980,0,1,100,100,232,4,4,4,4,1,-3,12,1,-4,-4,-4,-4,-4,-4,3,2
5574,2,-4,-4,-4,1,3,1983,0,1,-4,-4,232,1,1,1,4,1,-3,12,1,2,-4,-4,-4,-3,-3,-3,2
5575,2,-4,-4,-4,2,3,1983,0,1,-4,-4,232,1,1,1,4,1,-3,12,1,3,-4,-4,-4,-3,-3,-3,5
5576,2,-4,-4,-4,2,12,1983,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,13,1,95,1,1,1,-4,-4,4,2
5577,1,-4,-4,-4,1,7,1984,0,1,-4,-4,0,4,4,4,2,1,12,12,1,76,-4,-4,-4,-4,-4,3,1
5578,2,-4,-4,-4,2,1,1984,1,1,-4,-4,427,4,4,4,2,1,-3,14,1,-4,-4,-4,-4,-4,-4,4,4
5579,2,-4,-4,-4,1,11,1982,0,1,-4,-4,-3,5,5,5,1,1,12,14,4,-4,-4,-4,-4,-3,-3,-4,2
5580,1,-4,-4,-4,2,4,1982,0,1,-4,-4,56,1,1,1,2,1,8,8,4,-3,-4,-4,-4,-3,-3,4,5
5581,2,-4,100,100,1,2,1981,0,1,100,100,-3,1,1,1,1,1,12,13,4,-3,-4,-4,-4,-3,-3,4,5
5582,3,-4,-4,-4,1,8,1984,0,3,-4,-4,132,4,4,4,1,1,-4,11,4,-4,-4,-4,-4,-4,-4,-4,1
5583,1,-4,100,100,2,7,1981,0,0,100,100,53,1,1,1,2,1,-3,12,4,-3,-4,-4,-4,-4,-4,4,3
5584,1,-4,-4,-4,2,11,1982,0,0,-4,-4,53,1,1,1,2,1,-3,12,4,-4,-4,-4,-4,-3,-3,3,2
5585,2,-4,50,50,2,8,1981,0,0,100,0,253,1,1,1,1,1,12,10,4,-3,-4,-4,-4,-3,-3,3,2
5586,3,-4,-4,-4,1,6,1982,0,0,-4,-4,-3,1,1,1,1,1,9,7,4,-4,-4,-4,-4,-4,-4,-4,0
5587,2,-4,-4,-4,2,2,1982,-2,0,-4,-4,63,4,4,4,2,1,4,10,4,-4,-4,-4,-4,-3,-3,-4,1
5588,1,-4,100,75,1,7,1980,0,1,100,100,-3,1,1,1,1,1,12,12,4,3,-4,-4,-4,-4,-4,4,2
5589,2,-4,-4,-4,2,6,1983,0,1,-4,-4,-3,1,1,1,1,1,16,17,1,81,-4,-4,-4,-4,-4,3,3
5590,2,-4,100,50,2,6,1980,0,0,50,100,-3,6,6,6,1,1,-4,12,1,-3,6,6,6,-3,-3,-4,2
